20160124204815,10.0.0.2,35836,10.0.0.1,5001,3,0.0-1.0,1572864,12582912
20160124204816,10.0.0.2,35836,10.0.0.1,5001,3,1.0-2.0,1441792,11534336
20160124204817,10.0.0.2,35836,10.0.0.1,5001,3,2.0-3.0,1310720,10485760
20160124204818,10.0.0.2,35836,10.0.0.1,5001,3,3.0-4.0,1572864,12582912
20160124204819,10.0.0.2,35836,10.0.0.1,5001,3,4.0-5.0,1310720,10485760
20160124204820,10.0.0.2,35836,10.0.0.1,5001,3,5.0-6.0,1703936,13631488
20160124204821,10.0.0.2,35836,10.0.0.1,5001,3,6.0-7.0,1179648,9437184
20160124204822,10.0.0.2,35836,10.0.0.1,5001,3,7.0-8.0,1441792,11534336
20160124204823,10.0.0.2,35836,10.0.0.1,5001,3,8.0-9.0,1572864,12582912
20160124204824,10.0.0.2,35836,10.0.0.1,5001,3,9.0-10.0,917504,7340032
20160124204826,10.0.0.2,35836,10.0.0.1,5001,3,10.0-11.0,1835008,14680064
20160124204826,10.0.0.2,35836,10.0.0.1,5001,3,11.0-12.0,917504,7340032
20160124204827,10.0.0.2,35836,10.0.0.1,5001,3,12.0-13.0,917504,7340032
20160124204829,10.0.0.2,35836,10.0.0.1,5001,3,13.0-14.0,1835008,14680064
20160124204829,10.0.0.2,35836,10.0.0.1,5001,3,14.0-15.0,917504,7340032
20160124204830,10.0.0.2,35836,10.0.0.1,5001,3,15.0-16.0,917504,7340032
20160124204831,10.0.0.2,35836,10.0.0.1,5001,3,16.0-17.0,917504,7340032
20160124204833,10.0.0.2,35836,10.0.0.1,5001,3,17.0-18.0,1835008,14680064
20160124204833,10.0.0.2,35836,10.0.0.1,5001,3,18.0-19.0,917504,7340032
20160124204834,10.0.0.2,35836,10.0.0.1,5001,3,19.0-20.0,786432,6291456
20160124204836,10.0.0.2,35836,10.0.0.1,5001,3,20.0-21.0,1835008,14680064
20160124204836,10.0.0.2,35836,10.0.0.1,5001,3,21.0-22.0,917504,7340032
20160124204837,10.0.0.2,35836,10.0.0.1,5001,3,22.0-23.0,917504,7340032
20160124204839,10.0.0.2,35836,10.0.0.1,5001,3,23.0-24.0,1835008,14680064
20160124204839,10.0.0.2,35836,10.0.0.1,5001,3,24.0-25.0,917504,7340032
20160124204840,10.0.0.2,35836,10.0.0.1,5001,3,25.0-26.0,917504,7340032
20160124204842,10.0.0.2,35836,10.0.0.1,5001,3,26.0-27.0,1835008,14680064
20160124204842,10.0.0.2,35836,10.0.0.1,5001,3,27.0-28.0,917504,7340032
20160124204843,10.0.0.2,35836,10.0.0.1,5001,3,28.0-29.0,917504,7340032
20160124204844,10.0.0.2,35836,10.0.0.1,5001,3,29.0-30.0,917504,7340032
20160124204845,10.0.0.2,35836,10.0.0.1,5001,3,30.0-31.0,1835008,14680064
20160124204846,10.0.0.2,35836,10.0.0.1,5001,3,31.0-32.0,917504,7340032
20160124204847,10.0.0.2,35836,10.0.0.1,5001,3,32.0-33.0,917504,7340032
20160124204849,10.0.0.2,35836,10.0.0.1,5001,3,33.0-34.0,1835008,14680064
20160124204849,10.0.0.2,35836,10.0.0.1,5001,3,34.0-35.0,917504,7340032
20160124204850,10.0.0.2,35836,10.0.0.1,5001,3,35.0-36.0,917504,7340032
20160124204852,10.0.0.2,35836,10.0.0.1,5001,3,36.0-37.0,1703936,13631488
20160124204852,10.0.0.2,35836,10.0.0.1,5001,3,37.0-38.0,917504,7340032
20160124204853,10.0.0.2,35836,10.0.0.1,5001,3,38.0-39.0,917504,7340032
20160124204855,10.0.0.2,35836,10.0.0.1,5001,3,39.0-40.0,1835008,14680064
20160124204855,10.0.0.2,35836,10.0.0.1,5001,3,40.0-41.0,917504,7340032
20160124204856,10.0.0.2,35836,10.0.0.1,5001,3,41.0-42.0,917504,7340032
20160124204858,10.0.0.2,35836,10.0.0.1,5001,3,42.0-43.0,1835008,14680064
20160124204858,10.0.0.2,35836,10.0.0.1,5001,3,43.0-44.0,917504,7340032
20160124204859,10.0.0.2,35836,10.0.0.1,5001,3,44.0-45.0,917504,7340032
20160124204900,10.0.0.2,35836,10.0.0.1,5001,3,45.0-46.0,917504,7340032
20160124204902,10.0.0.2,35836,10.0.0.1,5001,3,46.0-47.0,1835008,14680064
20160124204902,10.0.0.2,35836,10.0.0.1,5001,3,47.0-48.0,917504,7340032
20160124204903,10.0.0.2,35836,10.0.0.1,5001,3,48.0-49.0,917504,7340032
20160124204905,10.0.0.2,35836,10.0.0.1,5001,3,49.0-50.0,1835008,14680064
20160124204905,10.0.0.2,35836,10.0.0.1,5001,3,50.0-51.0,917504,7340032
20160124204906,10.0.0.2,35836,10.0.0.1,5001,3,51.0-52.0,917504,7340032
20160124204908,10.0.0.2,35836,10.0.0.1,5001,3,52.0-53.0,1835008,14680064
20160124204908,10.0.0.2,35836,10.0.0.1,5001,3,53.0-54.0,917504,7340032
20160124204909,10.0.0.2,35836,10.0.0.1,5001,3,54.0-55.0,917504,7340032
20160124204911,10.0.0.2,35836,10.0.0.1,5001,3,55.0-56.0,1835008,14680064
20160124204911,10.0.0.2,35836,10.0.0.1,5001,3,56.0-57.0,917504,7340032
20160124204912,10.0.0.2,35836,10.0.0.1,5001,3,57.0-58.0,917504,7340032
20160124204913,10.0.0.2,35836,10.0.0.1,5001,3,58.0-59.0,917504,7340032
20160124204914,10.0.0.2,35836,10.0.0.1,5001,3,59.0-60.0,1703936,13631488
20160124204914,10.0.0.2,35836,10.0.0.1,5001,3,0.0-60.6,74317824,9818933
