20160124212610,10.0.0.2,43769,10.0.0.1,5001,3,0.0-1.0,1703936,13631488
20160124212611,10.0.0.2,43769,10.0.0.1,5001,3,1.0-2.0,1441792,11534336
20160124212612,10.0.0.2,43769,10.0.0.1,5001,3,2.0-3.0,1441792,11534336
20160124212613,10.0.0.2,43769,10.0.0.1,5001,3,3.0-4.0,1179648,9437184
20160124212614,10.0.0.2,43769,10.0.0.1,5001,3,4.0-5.0,1441792,11534336
20160124212615,10.0.0.2,43769,10.0.0.1,5001,3,5.0-6.0,1835008,14680064
20160124212616,10.0.0.2,43769,10.0.0.1,5001,3,6.0-7.0,1310720,10485760
20160124212617,10.0.0.2,43769,10.0.0.1,5001,3,7.0-8.0,1572864,12582912
20160124212618,10.0.0.2,43769,10.0.0.1,5001,3,8.0-9.0,917504,7340032
20160124212619,10.0.0.2,43769,10.0.0.1,5001,3,9.0-10.0,1835008,14680064
20160124212620,10.0.0.2,43769,10.0.0.1,5001,3,10.0-11.0,917504,7340032
20160124212621,10.0.0.2,43769,10.0.0.1,5001,3,11.0-12.0,917504,7340032
20160124212622,10.0.0.2,43769,10.0.0.1,5001,3,12.0-13.0,1835008,14680064
20160124212623,10.0.0.2,43769,10.0.0.1,5001,3,13.0-14.0,917504,7340032
20160124212624,10.0.0.2,43769,10.0.0.1,5001,3,14.0-15.0,1048576,8388608
20160124212625,10.0.0.2,43769,10.0.0.1,5001,3,15.0-16.0,917504,7340032
20160124212626,10.0.0.2,43769,10.0.0.1,5001,3,16.0-17.0,1835008,14680064
20160124212627,10.0.0.2,43769,10.0.0.1,5001,3,17.0-18.0,917504,7340032
20160124212628,10.0.0.2,43769,10.0.0.1,5001,3,18.0-19.0,1048576,8388608
20160124212629,10.0.0.2,43769,10.0.0.1,5001,3,19.0-20.0,917504,7340032
20160124212630,10.0.0.2,43769,10.0.0.1,5001,3,20.0-21.0,1835008,14680064
20160124212631,10.0.0.2,43769,10.0.0.1,5001,3,21.0-22.0,917504,7340032
20160124212632,10.0.0.2,43769,10.0.0.1,5001,3,22.0-23.0,917504,7340032
20160124212633,10.0.0.2,43769,10.0.0.1,5001,3,23.0-24.0,1048576,8388608
20160124212634,10.0.0.2,43769,10.0.0.1,5001,3,24.0-25.0,1835008,14680064
20160124212635,10.0.0.2,43769,10.0.0.1,5001,3,25.0-26.0,917504,7340032
20160124212636,10.0.0.2,43769,10.0.0.1,5001,3,26.0-27.0,917504,7340032
20160124212637,10.0.0.2,43769,10.0.0.1,5001,3,27.0-28.0,1966080,15728640
20160124212638,10.0.0.2,43769,10.0.0.1,5001,3,28.0-29.0,917504,7340032
20160124212639,10.0.0.2,43769,10.0.0.1,5001,3,29.0-30.0,917504,7340032
20160124212640,10.0.0.2,43769,10.0.0.1,5001,3,30.0-31.0,917504,7340032
20160124212641,10.0.0.2,43769,10.0.0.1,5001,3,31.0-32.0,1966080,15728640
20160124212642,10.0.0.2,43769,10.0.0.1,5001,3,32.0-33.0,917504,7340032
20160124212643,10.0.0.2,43769,10.0.0.1,5001,3,33.0-34.0,917504,7340032
20160124212644,10.0.0.2,43769,10.0.0.1,5001,3,34.0-35.0,917504,7340032
20160124212645,10.0.0.2,43769,10.0.0.1,5001,3,35.0-36.0,1966080,15728640
20160124212646,10.0.0.2,43769,10.0.0.1,5001,3,36.0-37.0,917504,7340032
20160124212647,10.0.0.2,43769,10.0.0.1,5001,3,37.0-38.0,917504,7340032
20160124212648,10.0.0.2,43769,10.0.0.1,5001,3,38.0-39.0,1835008,14680064
20160124212649,10.0.0.2,43769,10.0.0.1,5001,3,39.0-40.0,917504,7340032
20160124212650,10.0.0.2,43769,10.0.0.1,5001,3,40.0-41.0,1048576,8388608
20160124212651,10.0.0.2,43769,10.0.0.1,5001,3,41.0-42.0,917504,7340032
20160124212652,10.0.0.2,43769,10.0.0.1,5001,3,42.0-43.0,1835008,14680064
20160124212653,10.0.0.2,43769,10.0.0.1,5001,3,43.0-44.0,917504,7340032
20160124212654,10.0.0.2,43769,10.0.0.1,5001,3,44.0-45.0,1048576,8388608
20160124212655,10.0.0.2,43769,10.0.0.1,5001,3,45.0-46.0,917504,7340032
20160124212656,10.0.0.2,43769,10.0.0.1,5001,3,46.0-47.0,1835008,14680064
20160124212657,10.0.0.2,43769,10.0.0.1,5001,3,47.0-48.0,917504,7340032
20160124212658,10.0.0.2,43769,10.0.0.1,5001,3,48.0-49.0,1048576,8388608
20160124212659,10.0.0.2,43769,10.0.0.1,5001,3,49.0-50.0,917504,7340032
20160124212700,10.0.0.2,43769,10.0.0.1,5001,3,50.0-51.0,1835008,14680064
20160124212701,10.0.0.2,43769,10.0.0.1,5001,3,51.0-52.0,1048576,8388608
20160124212702,10.0.0.2,43769,10.0.0.1,5001,3,52.0-53.0,917504,7340032
20160124212703,10.0.0.2,43769,10.0.0.1,5001,3,53.0-54.0,1835008,14680064
20160124212704,10.0.0.2,43769,10.0.0.1,5001,3,54.0-55.0,1048576,8388608
20160124212705,10.0.0.2,43769,10.0.0.1,5001,3,55.0-56.0,917504,7340032
20160124212706,10.0.0.2,43769,10.0.0.1,5001,3,56.0-57.0,917504,7340032
20160124212707,10.0.0.2,43769,10.0.0.1,5001,3,57.0-58.0,1048576,8388608
20160124212708,10.0.0.2,43769,10.0.0.1,5001,3,58.0-59.0,1966080,15728640
20160124212709,10.0.0.2,43769,10.0.0.1,5001,3,59.0-60.0,917504,7340032
20160124212709,10.0.0.2,43769,10.0.0.1,5001,3,0.0-60.4,74317824,9837153
