20160124213059,10.0.0.2,44212,10.0.0.1,5001,3,0.0-1.0,9437184,75497472
20160124213100,10.0.0.2,44212,10.0.0.1,5001,3,1.0-2.0,7471104,59768832
20160124213101,10.0.0.2,44212,10.0.0.1,5001,3,2.0-3.0,5505024,44040192
20160124213102,10.0.0.2,44212,10.0.0.1,5001,3,3.0-4.0,5636096,45088768
20160124213103,10.0.0.2,44212,10.0.0.1,5001,3,4.0-5.0,5636096,45088768
20160124213104,10.0.0.2,44212,10.0.0.1,5001,3,5.0-6.0,5505024,44040192
20160124213105,10.0.0.2,44212,10.0.0.1,5001,3,6.0-7.0,5636096,45088768
20160124213106,10.0.0.2,44212,10.0.0.1,5001,3,7.0-8.0,8388608,67108864
20160124213107,10.0.0.2,44212,10.0.0.1,5001,3,8.0-9.0,5636096,45088768
20160124213108,10.0.0.2,44212,10.0.0.1,5001,3,9.0-10.0,5505024,44040192
20160124213109,10.0.0.2,44212,10.0.0.1,5001,3,10.0-11.0,5636096,45088768
20160124213110,10.0.0.2,44212,10.0.0.1,5001,3,11.0-12.0,5636096,45088768
20160124213111,10.0.0.2,44212,10.0.0.1,5001,3,12.0-13.0,5636096,45088768
20160124213112,10.0.0.2,44212,10.0.0.1,5001,3,13.0-14.0,5505024,44040192
20160124213113,10.0.0.2,44212,10.0.0.1,5001,3,14.0-15.0,8388608,67108864
20160124213114,10.0.0.2,44212,10.0.0.1,5001,3,15.0-16.0,5505024,44040192
20160124213115,10.0.0.2,44212,10.0.0.1,5001,3,16.0-17.0,5636096,45088768
20160124213116,10.0.0.2,44212,10.0.0.1,5001,3,17.0-18.0,5636096,45088768
20160124213117,10.0.0.2,44212,10.0.0.1,5001,3,18.0-19.0,5636096,45088768
20160124213118,10.0.0.2,44212,10.0.0.1,5001,3,19.0-20.0,5505024,44040192
20160124213119,10.0.0.2,44212,10.0.0.1,5001,3,20.0-21.0,5636096,45088768
20160124213120,10.0.0.2,44212,10.0.0.1,5001,3,21.0-22.0,5636096,45088768
20160124213121,10.0.0.2,44212,10.0.0.1,5001,3,22.0-23.0,8388608,67108864
20160124213122,10.0.0.2,44212,10.0.0.1,5001,3,23.0-24.0,5636096,45088768
20160124213123,10.0.0.2,44212,10.0.0.1,5001,3,24.0-25.0,5636096,45088768
20160124213124,10.0.0.2,44212,10.0.0.1,5001,3,25.0-26.0,5505024,44040192
20160124213125,10.0.0.2,44212,10.0.0.1,5001,3,26.0-27.0,5636096,45088768
20160124213126,10.0.0.2,44212,10.0.0.1,5001,3,27.0-28.0,5636096,45088768
20160124213127,10.0.0.2,44212,10.0.0.1,5001,3,28.0-29.0,5636096,45088768
20160124213128,10.0.0.2,44212,10.0.0.1,5001,3,29.0-30.0,8388608,67108864
20160124213129,10.0.0.2,44212,10.0.0.1,5001,3,30.0-31.0,5636096,45088768
20160124213130,10.0.0.2,44212,10.0.0.1,5001,3,31.0-32.0,5505024,44040192
20160124213131,10.0.0.2,44212,10.0.0.1,5001,3,32.0-33.0,5505024,44040192
20160124213132,10.0.0.2,44212,10.0.0.1,5001,3,33.0-34.0,5505024,44040192
20160124213133,10.0.0.2,44212,10.0.0.1,5001,3,34.0-35.0,5636096,45088768
20160124213134,10.0.0.2,44212,10.0.0.1,5001,3,35.0-36.0,5636096,45088768
20160124213135,10.0.0.2,44212,10.0.0.1,5001,3,36.0-37.0,8388608,67108864
20160124213136,10.0.0.2,44212,10.0.0.1,5001,3,37.0-38.0,5636096,45088768
20160124213137,10.0.0.2,44212,10.0.0.1,5001,3,38.0-39.0,5636096,45088768
20160124213138,10.0.0.2,44212,10.0.0.1,5001,3,39.0-40.0,5636096,45088768
20160124213139,10.0.0.2,44212,10.0.0.1,5001,3,40.0-41.0,5505024,44040192
20160124213140,10.0.0.2,44212,10.0.0.1,5001,3,41.0-42.0,5636096,45088768
20160124213141,10.0.0.2,44212,10.0.0.1,5001,3,42.0-43.0,5636096,45088768
20160124213142,10.0.0.2,44212,10.0.0.1,5001,3,43.0-44.0,5636096,45088768
20160124213143,10.0.0.2,44212,10.0.0.1,5001,3,44.0-45.0,8388608,67108864
20160124213144,10.0.0.2,44212,10.0.0.1,5001,3,45.0-46.0,5636096,45088768
20160124213145,10.0.0.2,44212,10.0.0.1,5001,3,46.0-47.0,5505024,44040192
20160124213146,10.0.0.2,44212,10.0.0.1,5001,3,47.0-48.0,5636096,45088768
20160124213147,10.0.0.2,44212,10.0.0.1,5001,3,48.0-49.0,5636096,45088768
20160124213148,10.0.0.2,44212,10.0.0.1,5001,3,49.0-50.0,5505024,44040192
20160124213149,10.0.0.2,44212,10.0.0.1,5001,3,50.0-51.0,5636096,45088768
20160124213150,10.0.0.2,44212,10.0.0.1,5001,3,51.0-52.0,8388608,67108864
20160124213151,10.0.0.2,44212,10.0.0.1,5001,3,52.0-53.0,5636096,45088768
20160124213152,10.0.0.2,44212,10.0.0.1,5001,3,53.0-54.0,5636096,45088768
20160124213153,10.0.0.2,44212,10.0.0.1,5001,3,54.0-55.0,5636096,45088768
20160124213154,10.0.0.2,44212,10.0.0.1,5001,3,55.0-56.0,5636096,45088768
